files,type
FashionMNIST_84.png,9
FashionMNIST_85.png,7
FashionMNIST_86.png,1
FashionMNIST_87.png,7
FashionMNIST_88.png,9
FashionMNIST_89.png,9
FashionMNIST_90.png,9
FashionMNIST_91.png,3
FashionMNIST_92.png,2
FashionMNIST_93.png,9
FashionMNIST_94.png,3
FashionMNIST_95.png,6
FashionMNIST_96.png,4
FashionMNIST_97.png,1
FashionMNIST_98.png,1
FashionMNIST_99.png,8
FashionMNIST_100.png,8
FashionMNIST_101.png,0
FashionMNIST_102.png,1
FashionMNIST_103.png,1
FashionMNIST_104.png,6
FashionMNIST_105.png,8
FashionMNIST_106.png,1
FashionMNIST_107.png,9
FashionMNIST_108.png,7
FashionMNIST_109.png,8
FashionMNIST_110.png,8
FashionMNIST_111.png,9
FashionMNIST_112.png,6
FashionMNIST_113.png,6
FashionMNIST_114.png,3
FashionMNIST_115.png,1
FashionMNIST_116.png,5
FashionMNIST_117.png,4
FashionMNIST_118.png,6
FashionMNIST_119.png,7
FashionMNIST_120.png,5
FashionMNIST_121.png,5
FashionMNIST_122.png,9
FashionMNIST_123.png,2
FashionMNIST_124.png,2
FashionMNIST_125.png,2
FashionMNIST_126.png,7
FashionMNIST_127.png,6
FashionMNIST_128.png,4
FashionMNIST_129.png,1
FashionMNIST_130.png,8
FashionMNIST_131.png,7
FashionMNIST_132.png,7
FashionMNIST_133.png,5
FashionMNIST_134.png,4
FashionMNIST_135.png,2
FashionMNIST_136.png,9
FashionMNIST_137.png,1
FashionMNIST_138.png,7
FashionMNIST_139.png,4
FashionMNIST_140.png,6
FashionMNIST_141.png,9
FashionMNIST_142.png,7
FashionMNIST_143.png,1
FashionMNIST_144.png,8
FashionMNIST_145.png,7
FashionMNIST_146.png,1
FashionMNIST_147.png,2
FashionMNIST_148.png,8
FashionMNIST_149.png,0
FashionMNIST_150.png,9
FashionMNIST_151.png,1
FashionMNIST_152.png,8
FashionMNIST_153.png,7
FashionMNIST_154.png,0
FashionMNIST_155.png,5
FashionMNIST_156.png,8
FashionMNIST_157.png,6
FashionMNIST_158.png,7
FashionMNIST_159.png,2
FashionMNIST_160.png,0
FashionMNIST_161.png,8
FashionMNIST_162.png,7
FashionMNIST_163.png,1
FashionMNIST_164.png,6
FashionMNIST_165.png,2
FashionMNIST_166.png,1
FashionMNIST_167.png,9
FashionMNIST_168.png,6
FashionMNIST_169.png,0
FashionMNIST_170.png,1
FashionMNIST_171.png,0
FashionMNIST_172.png,5
FashionMNIST_173.png,5
FashionMNIST_174.png,1
FashionMNIST_175.png,7
FashionMNIST_176.png,0
FashionMNIST_177.png,5
FashionMNIST_178.png,8
FashionMNIST_179.png,4
FashionMNIST_180.png,0
FashionMNIST_181.png,4
FashionMNIST_182.png,0
FashionMNIST_183.png,6
FashionMNIST_184.png,6
FashionMNIST_185.png,4
FashionMNIST_186.png,0
FashionMNIST_187.png,0
FashionMNIST_188.png,4
FashionMNIST_189.png,7
FashionMNIST_190.png,3
FashionMNIST_191.png,0
FashionMNIST_192.png,5
FashionMNIST_193.png,8
FashionMNIST_194.png,4
FashionMNIST_195.png,1
FashionMNIST_196.png,1
FashionMNIST_197.png,2
FashionMNIST_198.png,9
FashionMNIST_199.png,2
FashionMNIST_200.png,8
FashionMNIST_201.png,5
FashionMNIST_202.png,0
FashionMNIST_203.png,6
FashionMNIST_204.png,3
FashionMNIST_205.png,4
FashionMNIST_206.png,6
FashionMNIST_207.png,0
FashionMNIST_208.png,9
FashionMNIST_209.png,1
FashionMNIST_210.png,7
FashionMNIST_211.png,3
FashionMNIST_212.png,8
FashionMNIST_213.png,5
FashionMNIST_214.png,8
FashionMNIST_215.png,3
FashionMNIST_216.png,8
FashionMNIST_217.png,5
FashionMNIST_218.png,2
FashionMNIST_219.png,0
FashionMNIST_220.png,8
FashionMNIST_221.png,7
FashionMNIST_222.png,0
FashionMNIST_223.png,3
FashionMNIST_224.png,5
FashionMNIST_225.png,0
FashionMNIST_226.png,6
FashionMNIST_227.png,5
FashionMNIST_228.png,2
FashionMNIST_229.png,7
FashionMNIST_230.png,5
FashionMNIST_231.png,2
FashionMNIST_232.png,6
FashionMNIST_233.png,8
FashionMNIST_234.png,2
FashionMNIST_235.png,6
FashionMNIST_236.png,8
FashionMNIST_237.png,0
FashionMNIST_238.png,4
FashionMNIST_239.png,4
FashionMNIST_240.png,4
FashionMNIST_241.png,4
FashionMNIST_242.png,4
FashionMNIST_243.png,1
FashionMNIST_244.png,5
FashionMNIST_245.png,6
FashionMNIST_246.png,5
FashionMNIST_247.png,3
FashionMNIST_248.png,3
FashionMNIST_249.png,7
FashionMNIST_250.png,3
FashionMNIST_251.png,3
FashionMNIST_252.png,6
FashionMNIST_253.png,2
FashionMNIST_254.png,8
FashionMNIST_255.png,4
FashionMNIST_256.png,6
FashionMNIST_257.png,5
FashionMNIST_258.png,9
FashionMNIST_259.png,3
FashionMNIST_260.png,2
FashionMNIST_261.png,3
FashionMNIST_262.png,2
FashionMNIST_263.png,4
FashionMNIST_264.png,4
FashionMNIST_265.png,8
FashionMNIST_266.png,2
FashionMNIST_267.png,5
FashionMNIST_268.png,3
FashionMNIST_269.png,0
FashionMNIST_270.png,7
FashionMNIST_271.png,2
FashionMNIST_272.png,0
FashionMNIST_273.png,2
FashionMNIST_274.png,5
FashionMNIST_275.png,7
FashionMNIST_276.png,2
FashionMNIST_277.png,3
FashionMNIST_278.png,1
FashionMNIST_279.png,7
FashionMNIST_280.png,6
FashionMNIST_281.png,2
FashionMNIST_282.png,9
FashionMNIST_283.png,1
FashionMNIST_284.png,9
FashionMNIST_285.png,1
FashionMNIST_286.png,1
FashionMNIST_287.png,8
FashionMNIST_288.png,7
FashionMNIST_289.png,8
FashionMNIST_290.png,4
FashionMNIST_291.png,2
FashionMNIST_292.png,6
FashionMNIST_293.png,6
FashionMNIST_294.png,7
FashionMNIST_295.png,9
FashionMNIST_296.png,4
FashionMNIST_297.png,6
FashionMNIST_298.png,1
FashionMNIST_299.png,9
FashionMNIST_300.png,5
FashionMNIST_301.png,6
FashionMNIST_302.png,0
FashionMNIST_303.png,5
FashionMNIST_304.png,0
FashionMNIST_305.png,1
FashionMNIST_306.png,6
FashionMNIST_307.png,1
FashionMNIST_308.png,1
FashionMNIST_309.png,6
FashionMNIST_310.png,7
FashionMNIST_311.png,4
FashionMNIST_312.png,4
FashionMNIST_313.png,8
FashionMNIST_314.png,6
FashionMNIST_315.png,4
FashionMNIST_316.png,6
FashionMNIST_317.png,9
FashionMNIST_318.png,3
FashionMNIST_319.png,7
FashionMNIST_320.png,5
FashionMNIST_321.png,0
FashionMNIST_322.png,8
FashionMNIST_323.png,3
FashionMNIST_324.png,4
FashionMNIST_325.png,0
FashionMNIST_326.png,3
FashionMNIST_327.png,3
FashionMNIST_328.png,2
FashionMNIST_329.png,0
FashionMNIST_330.png,1
FashionMNIST_331.png,0
FashionMNIST_332.png,3
FashionMNIST_333.png,8
FashionMNIST_334.png,3
FashionMNIST_335.png,9
FashionMNIST_336.png,1
FashionMNIST_337.png,9
FashionMNIST_338.png,0
FashionMNIST_339.png,4
FashionMNIST_340.png,7
FashionMNIST_341.png,7
FashionMNIST_342.png,8
FashionMNIST_343.png,5
FashionMNIST_344.png,6
FashionMNIST_345.png,5
FashionMNIST_346.png,6
FashionMNIST_347.png,8
FashionMNIST_348.png,2
FashionMNIST_349.png,5
FashionMNIST_350.png,2
FashionMNIST_351.png,3
FashionMNIST_352.png,1
FashionMNIST_353.png,6
FashionMNIST_354.png,0
FashionMNIST_355.png,7
FashionMNIST_356.png,8
FashionMNIST_357.png,7
FashionMNIST_358.png,8
FashionMNIST_359.png,1
FashionMNIST_360.png,9
FashionMNIST_361.png,6
FashionMNIST_362.png,4
FashionMNIST_363.png,5
FashionMNIST_364.png,7
FashionMNIST_365.png,1
FashionMNIST_366.png,7
FashionMNIST_367.png,6
FashionMNIST_368.png,6
FashionMNIST_369.png,7
FashionMNIST_370.png,3
FashionMNIST_371.png,5
FashionMNIST_372.png,8
FashionMNIST_373.png,7
FashionMNIST_374.png,3
FashionMNIST_375.png,3
FashionMNIST_376.png,9
FashionMNIST_377.png,0
FashionMNIST_378.png,3
FashionMNIST_379.png,1
FashionMNIST_380.png,6
FashionMNIST_381.png,4
FashionMNIST_382.png,7
FashionMNIST_383.png,0
FashionMNIST_384.png,5
FashionMNIST_385.png,1
FashionMNIST_386.png,5
FashionMNIST_387.png,4
FashionMNIST_388.png,4
FashionMNIST_389.png,5
FashionMNIST_390.png,9
FashionMNIST_391.png,1
FashionMNIST_392.png,0
FashionMNIST_393.png,5
FashionMNIST_394.png,8
FashionMNIST_395.png,3
FashionMNIST_396.png,4
FashionMNIST_397.png,4
FashionMNIST_398.png,2
FashionMNIST_399.png,4
FashionMNIST_400.png,2
FashionMNIST_401.png,5
FashionMNIST_402.png,6
FashionMNIST_403.png,7
FashionMNIST_404.png,2
FashionMNIST_405.png,2
FashionMNIST_406.png,5
FashionMNIST_407.png,3
FashionMNIST_408.png,8
FashionMNIST_409.png,8
FashionMNIST_410.png,6
FashionMNIST_411.png,8
FashionMNIST_412.png,4
FashionMNIST_413.png,4
FashionMNIST_414.png,1
FashionMNIST_415.png,0
FashionMNIST_416.png,2
FashionMNIST_417.png,7
FashionMNIST_418.png,1
FashionMNIST_419.png,1
FashionMNIST_420.png,8
FashionMNIST_421.png,8
FashionMNIST_422.png,2
FashionMNIST_423.png,7
FashionMNIST_424.png,9
FashionMNIST_425.png,7
FashionMNIST_426.png,4
FashionMNIST_427.png,1
FashionMNIST_428.png,2
FashionMNIST_429.png,0
FashionMNIST_430.png,8
FashionMNIST_431.png,9
FashionMNIST_432.png,1
FashionMNIST_433.png,4
FashionMNIST_434.png,9
FashionMNIST_435.png,5
FashionMNIST_436.png,6
FashionMNIST_437.png,7
FashionMNIST_438.png,0
FashionMNIST_439.png,3
FashionMNIST_440.png,2
FashionMNIST_441.png,0
FashionMNIST_442.png,4
FashionMNIST_443.png,1
FashionMNIST_444.png,0
FashionMNIST_445.png,0
FashionMNIST_446.png,8
FashionMNIST_447.png,7
FashionMNIST_448.png,0
FashionMNIST_449.png,2
FashionMNIST_450.png,9
FashionMNIST_451.png,9
FashionMNIST_452.png,1
FashionMNIST_453.png,3
FashionMNIST_454.png,8
FashionMNIST_455.png,3
FashionMNIST_456.png,1
FashionMNIST_457.png,4
FashionMNIST_458.png,8
FashionMNIST_459.png,5
FashionMNIST_460.png,1
FashionMNIST_461.png,8
FashionMNIST_462.png,2
FashionMNIST_463.png,4
FashionMNIST_464.png,4
FashionMNIST_465.png,9
FashionMNIST_466.png,5
FashionMNIST_467.png,5
FashionMNIST_468.png,4
FashionMNIST_469.png,5
FashionMNIST_470.png,6
FashionMNIST_471.png,3
FashionMNIST_472.png,7
FashionMNIST_473.png,4
FashionMNIST_474.png,9
FashionMNIST_475.png,5
FashionMNIST_476.png,8
FashionMNIST_477.png,9
FashionMNIST_478.png,3
FashionMNIST_479.png,9
FashionMNIST_480.png,6
FashionMNIST_481.png,4
FashionMNIST_482.png,7
FashionMNIST_483.png,2
FashionMNIST_484.png,2
FashionMNIST_485.png,6
FashionMNIST_486.png,4
FashionMNIST_487.png,8
FashionMNIST_488.png,3
FashionMNIST_489.png,0
FashionMNIST_490.png,2
FashionMNIST_491.png,8
FashionMNIST_492.png,9
FashionMNIST_493.png,0
FashionMNIST_494.png,8
FashionMNIST_495.png,6
FashionMNIST_496.png,3
FashionMNIST_497.png,9
FashionMNIST_498.png,1
FashionMNIST_499.png,6
FashionMNIST_500.png,3
FashionMNIST_501.png,2
FashionMNIST_502.png,6
FashionMNIST_503.png,1
FashionMNIST_504.png,0
FashionMNIST_505.png,2
FashionMNIST_506.png,6
FashionMNIST_507.png,2
FashionMNIST_508.png,3
FashionMNIST_509.png,3
FashionMNIST_510.png,9
FashionMNIST_511.png,1
FashionMNIST_512.png,7
FashionMNIST_513.png,9
FashionMNIST_514.png,1
FashionMNIST_515.png,1
FashionMNIST_516.png,0
FashionMNIST_517.png,1
FashionMNIST_518.png,7
FashionMNIST_519.png,0
FashionMNIST_520.png,8
FashionMNIST_521.png,5
FashionMNIST_522.png,0
FashionMNIST_523.png,6
FashionMNIST_524.png,0
FashionMNIST_525.png,1
FashionMNIST_526.png,6
FashionMNIST_527.png,6
FashionMNIST_528.png,8
FashionMNIST_529.png,7
FashionMNIST_530.png,0
FashionMNIST_531.png,9
FashionMNIST_532.png,9
FashionMNIST_533.png,9
FashionMNIST_534.png,7
FashionMNIST_535.png,4
FashionMNIST_536.png,3
FashionMNIST_537.png,9
FashionMNIST_538.png,5
FashionMNIST_539.png,9
FashionMNIST_540.png,1
FashionMNIST_541.png,4
FashionMNIST_542.png,1
FashionMNIST_543.png,6
FashionMNIST_544.png,2
FashionMNIST_545.png,2
FashionMNIST_546.png,2
FashionMNIST_547.png,7
FashionMNIST_548.png,7
FashionMNIST_549.png,6
FashionMNIST_550.png,3
FashionMNIST_551.png,7
FashionMNIST_552.png,5
FashionMNIST_553.png,8
FashionMNIST_554.png,6
FashionMNIST_555.png,4
FashionMNIST_556.png,8
FashionMNIST_557.png,4
FashionMNIST_558.png,7
FashionMNIST_559.png,8
FashionMNIST_560.png,6
FashionMNIST_561.png,5
FashionMNIST_562.png,9
FashionMNIST_563.png,9
FashionMNIST_564.png,0
FashionMNIST_565.png,0
FashionMNIST_566.png,2
FashionMNIST_567.png,4
FashionMNIST_568.png,3
FashionMNIST_569.png,7
FashionMNIST_570.png,9
FashionMNIST_571.png,3
FashionMNIST_572.png,1
FashionMNIST_573.png,9
FashionMNIST_574.png,2
FashionMNIST_575.png,7
FashionMNIST_576.png,5
FashionMNIST_577.png,5
FashionMNIST_578.png,4
FashionMNIST_579.png,8
FashionMNIST_580.png,2
FashionMNIST_581.png,7
FashionMNIST_582.png,8
FashionMNIST_583.png,1
FashionMNIST_584.png,2
FashionMNIST_585.png,6
FashionMNIST_586.png,6
FashionMNIST_587.png,8
FashionMNIST_588.png,1
FashionMNIST_589.png,9
FashionMNIST_590.png,6
FashionMNIST_591.png,0
FashionMNIST_592.png,0
FashionMNIST_593.png,5
FashionMNIST_594.png,9
FashionMNIST_595.png,3
FashionMNIST_596.png,3
FashionMNIST_597.png,7
FashionMNIST_598.png,6
FashionMNIST_599.png,1
FashionMNIST_600.png,0
FashionMNIST_601.png,0
FashionMNIST_602.png,6
FashionMNIST_603.png,4
FashionMNIST_604.png,7
FashionMNIST_605.png,5
FashionMNIST_606.png,9
FashionMNIST_607.png,7
FashionMNIST_608.png,9
FashionMNIST_609.png,3
FashionMNIST_610.png,8
FashionMNIST_611.png,8
FashionMNIST_612.png,4
FashionMNIST_613.png,8
FashionMNIST_614.png,5
FashionMNIST_615.png,4
FashionMNIST_616.png,2
FashionMNIST_617.png,2
FashionMNIST_618.png,7
FashionMNIST_619.png,7
FashionMNIST_620.png,5
FashionMNIST_621.png,8
FashionMNIST_622.png,4
FashionMNIST_623.png,6
FashionMNIST_624.png,9
FashionMNIST_625.png,4
FashionMNIST_626.png,3
FashionMNIST_627.png,7
FashionMNIST_628.png,8
FashionMNIST_629.png,7
FashionMNIST_630.png,8
FashionMNIST_631.png,3
FashionMNIST_632.png,7
FashionMNIST_633.png,8
FashionMNIST_634.png,4
FashionMNIST_635.png,7
FashionMNIST_636.png,7
FashionMNIST_637.png,2
FashionMNIST_638.png,2
FashionMNIST_639.png,0
FashionMNIST_640.png,0
FashionMNIST_641.png,0
FashionMNIST_642.png,3
FashionMNIST_643.png,9
FashionMNIST_644.png,1
FashionMNIST_645.png,0
FashionMNIST_646.png,9
FashionMNIST_647.png,8
FashionMNIST_648.png,4
FashionMNIST_649.png,3
FashionMNIST_650.png,9
FashionMNIST_651.png,9
FashionMNIST_652.png,9
FashionMNIST_653.png,8
FashionMNIST_654.png,8
FashionMNIST_655.png,5
FashionMNIST_656.png,4
FashionMNIST_657.png,5
FashionMNIST_658.png,4
FashionMNIST_659.png,9
FashionMNIST_660.png,8
FashionMNIST_661.png,8
FashionMNIST_662.png,0
FashionMNIST_663.png,9
FashionMNIST_664.png,2
FashionMNIST_665.png,0
FashionMNIST_666.png,7
FashionMNIST_667.png,3
FashionMNIST_668.png,7
FashionMNIST_669.png,9
FashionMNIST_670.png,3
FashionMNIST_671.png,8
FashionMNIST_672.png,4
FashionMNIST_673.png,3
FashionMNIST_674.png,7
FashionMNIST_675.png,8
FashionMNIST_676.png,1
FashionMNIST_677.png,4
FashionMNIST_678.png,0
FashionMNIST_679.png,7
FashionMNIST_680.png,9
FashionMNIST_681.png,8
FashionMNIST_682.png,5
FashionMNIST_683.png,5
FashionMNIST_684.png,2
FashionMNIST_685.png,1
FashionMNIST_686.png,3
FashionMNIST_687.png,4
FashionMNIST_688.png,6
FashionMNIST_689.png,7
FashionMNIST_690.png,7
FashionMNIST_691.png,5
FashionMNIST_692.png,9
FashionMNIST_693.png,9
FashionMNIST_694.png,7
FashionMNIST_695.png,8
FashionMNIST_696.png,2
FashionMNIST_697.png,7
FashionMNIST_698.png,4
FashionMNIST_699.png,7
FashionMNIST_700.png,0
FashionMNIST_701.png,3
FashionMNIST_702.png,5
FashionMNIST_703.png,1
FashionMNIST_704.png,1
FashionMNIST_705.png,5
FashionMNIST_706.png,5
FashionMNIST_707.png,2
FashionMNIST_708.png,8
FashionMNIST_709.png,3
FashionMNIST_710.png,5
FashionMNIST_711.png,9
FashionMNIST_712.png,0
FashionMNIST_713.png,7
FashionMNIST_714.png,3
FashionMNIST_715.png,0
FashionMNIST_716.png,0
FashionMNIST_717.png,7
FashionMNIST_718.png,1
FashionMNIST_719.png,9
FashionMNIST_720.png,4
FashionMNIST_721.png,8
FashionMNIST_722.png,9
FashionMNIST_723.png,1
FashionMNIST_724.png,8
FashionMNIST_725.png,3
FashionMNIST_726.png,4
FashionMNIST_727.png,7
FashionMNIST_728.png,7
FashionMNIST_729.png,7
FashionMNIST_730.png,1
FashionMNIST_731.png,4
FashionMNIST_732.png,0
FashionMNIST_733.png,4
FashionMNIST_734.png,5
FashionMNIST_735.png,8
FashionMNIST_736.png,8
FashionMNIST_737.png,6
FashionMNIST_738.png,5
FashionMNIST_739.png,7
FashionMNIST_740.png,1
FashionMNIST_741.png,0
FashionMNIST_742.png,2
FashionMNIST_743.png,4
FashionMNIST_744.png,9
FashionMNIST_745.png,0
FashionMNIST_746.png,9
FashionMNIST_747.png,8
FashionMNIST_748.png,6
FashionMNIST_749.png,2
FashionMNIST_750.png,8
FashionMNIST_751.png,1
FashionMNIST_752.png,4
FashionMNIST_753.png,1
FashionMNIST_754.png,1
FashionMNIST_755.png,2
FashionMNIST_756.png,3
FashionMNIST_757.png,3
FashionMNIST_758.png,8
FashionMNIST_759.png,9
FashionMNIST_760.png,5
FashionMNIST_761.png,1
FashionMNIST_762.png,6
FashionMNIST_763.png,4
FashionMNIST_764.png,5
FashionMNIST_765.png,9
FashionMNIST_766.png,6
FashionMNIST_767.png,2
FashionMNIST_768.png,8
FashionMNIST_769.png,8
FashionMNIST_770.png,7
FashionMNIST_771.png,0
FashionMNIST_772.png,1
FashionMNIST_773.png,6
FashionMNIST_774.png,5
FashionMNIST_775.png,5
FashionMNIST_776.png,6
FashionMNIST_777.png,5
FashionMNIST_778.png,4
FashionMNIST_779.png,6
FashionMNIST_780.png,0
FashionMNIST_781.png,6
FashionMNIST_782.png,1
FashionMNIST_783.png,1
FashionMNIST_784.png,5
FashionMNIST_785.png,7
FashionMNIST_786.png,6
FashionMNIST_787.png,5
FashionMNIST_788.png,4
FashionMNIST_789.png,0
FashionMNIST_790.png,6
FashionMNIST_791.png,0
FashionMNIST_792.png,7
FashionMNIST_793.png,2
FashionMNIST_794.png,8
FashionMNIST_795.png,9
FashionMNIST_796.png,1
FashionMNIST_797.png,6
FashionMNIST_798.png,7
FashionMNIST_799.png,1
FashionMNIST_800.png,9
FashionMNIST_801.png,8
FashionMNIST_802.png,3
FashionMNIST_803.png,5
FashionMNIST_804.png,7
FashionMNIST_805.png,1
FashionMNIST_806.png,1
FashionMNIST_807.png,9
FashionMNIST_808.png,0
FashionMNIST_809.png,6
FashionMNIST_810.png,4
FashionMNIST_811.png,8
FashionMNIST_812.png,0
FashionMNIST_813.png,9
FashionMNIST_814.png,5
FashionMNIST_815.png,0
FashionMNIST_816.png,0
FashionMNIST_817.png,1
FashionMNIST_818.png,8
FashionMNIST_819.png,7
FashionMNIST_820.png,6
FashionMNIST_821.png,7
FashionMNIST_822.png,9
FashionMNIST_823.png,0
FashionMNIST_824.png,3
FashionMNIST_825.png,0
FashionMNIST_826.png,1
FashionMNIST_827.png,3
FashionMNIST_828.png,8
FashionMNIST_829.png,0
FashionMNIST_830.png,0
FashionMNIST_831.png,1
FashionMNIST_832.png,7
FashionMNIST_833.png,4
FashionMNIST_834.png,7
FashionMNIST_835.png,3
FashionMNIST_836.png,7
FashionMNIST_837.png,0
FashionMNIST_838.png,6
FashionMNIST_839.png,0
FashionMNIST_840.png,2
FashionMNIST_841.png,3
FashionMNIST_842.png,4
FashionMNIST_843.png,5
FashionMNIST_844.png,9
FashionMNIST_845.png,5
FashionMNIST_846.png,2
FashionMNIST_847.png,8
FashionMNIST_848.png,7
FashionMNIST_849.png,0
FashionMNIST_850.png,1
FashionMNIST_851.png,4
FashionMNIST_852.png,1
FashionMNIST_853.png,8
FashionMNIST_854.png,3
FashionMNIST_855.png,2
FashionMNIST_856.png,7
FashionMNIST_857.png,5
FashionMNIST_858.png,0
FashionMNIST_859.png,9
FashionMNIST_860.png,6
FashionMNIST_861.png,6
FashionMNIST_862.png,9
FashionMNIST_863.png,3
FashionMNIST_864.png,1
FashionMNIST_865.png,1
FashionMNIST_866.png,9
FashionMNIST_867.png,9
FashionMNIST_868.png,3
FashionMNIST_869.png,9
FashionMNIST_870.png,7
FashionMNIST_871.png,3
FashionMNIST_872.png,1
FashionMNIST_873.png,9
FashionMNIST_874.png,1
FashionMNIST_875.png,6
FashionMNIST_876.png,3
FashionMNIST_877.png,0
FashionMNIST_878.png,4
FashionMNIST_879.png,8
FashionMNIST_880.png,0
FashionMNIST_881.png,6
FashionMNIST_882.png,6
FashionMNIST_883.png,2
FashionMNIST_884.png,9
FashionMNIST_885.png,1
FashionMNIST_886.png,9
FashionMNIST_887.png,8
FashionMNIST_888.png,3
FashionMNIST_889.png,4
FashionMNIST_890.png,7
FashionMNIST_891.png,2
FashionMNIST_892.png,0
FashionMNIST_893.png,0
FashionMNIST_894.png,8
FashionMNIST_895.png,6
FashionMNIST_896.png,9
FashionMNIST_897.png,1
FashionMNIST_898.png,2
FashionMNIST_899.png,5
FashionMNIST_900.png,2
FashionMNIST_901.png,8
FashionMNIST_902.png,5
FashionMNIST_903.png,6
FashionMNIST_904.png,7
FashionMNIST_905.png,0
FashionMNIST_906.png,6
FashionMNIST_907.png,8
FashionMNIST_908.png,7
FashionMNIST_909.png,1
FashionMNIST_910.png,0
FashionMNIST_911.png,3
FashionMNIST_912.png,4
FashionMNIST_913.png,7
FashionMNIST_914.png,5
FashionMNIST_915.png,2
FashionMNIST_916.png,5
FashionMNIST_917.png,1
FashionMNIST_918.png,1
FashionMNIST_919.png,5
FashionMNIST_920.png,7
FashionMNIST_921.png,5
FashionMNIST_922.png,1
FashionMNIST_923.png,4
FashionMNIST_924.png,9
FashionMNIST_925.png,6
FashionMNIST_926.png,7
FashionMNIST_927.png,5
FashionMNIST_928.png,7
FashionMNIST_929.png,3
FashionMNIST_930.png,8
FashionMNIST_931.png,2
FashionMNIST_932.png,9
FashionMNIST_933.png,4
FashionMNIST_934.png,2
FashionMNIST_935.png,5
FashionMNIST_936.png,5
FashionMNIST_937.png,7
FashionMNIST_938.png,4
FashionMNIST_939.png,2
FashionMNIST_940.png,6
FashionMNIST_941.png,9
FashionMNIST_942.png,0
FashionMNIST_943.png,5
FashionMNIST_944.png,3
FashionMNIST_945.png,6
FashionMNIST_946.png,9
FashionMNIST_947.png,5
FashionMNIST_948.png,3
FashionMNIST_949.png,6
FashionMNIST_950.png,0
FashionMNIST_951.png,3
FashionMNIST_952.png,5
FashionMNIST_953.png,7
FashionMNIST_954.png,1
FashionMNIST_955.png,2
FashionMNIST_956.png,5
FashionMNIST_957.png,7
FashionMNIST_958.png,8
FashionMNIST_959.png,1
FashionMNIST_960.png,6
FashionMNIST_961.png,3
FashionMNIST_962.png,9
FashionMNIST_963.png,7
FashionMNIST_964.png,7
FashionMNIST_965.png,0
FashionMNIST_966.png,4
FashionMNIST_967.png,0
FashionMNIST_968.png,8
FashionMNIST_969.png,7
FashionMNIST_970.png,6
FashionMNIST_971.png,9
FashionMNIST_972.png,0
FashionMNIST_973.png,2
FashionMNIST_974.png,7
FashionMNIST_975.png,6
FashionMNIST_976.png,0
FashionMNIST_977.png,4
FashionMNIST_978.png,7
FashionMNIST_979.png,4
FashionMNIST_980.png,1
FashionMNIST_981.png,2
FashionMNIST_982.png,6
FashionMNIST_983.png,7
FashionMNIST_984.png,8
FashionMNIST_985.png,2
FashionMNIST_986.png,5
FashionMNIST_987.png,6
FashionMNIST_988.png,0
FashionMNIST_989.png,2
FashionMNIST_990.png,9
FashionMNIST_991.png,8
FashionMNIST_992.png,5
FashionMNIST_993.png,4
FashionMNIST_994.png,5
FashionMNIST_995.png,7
FashionMNIST_996.png,3
FashionMNIST_997.png,3
FashionMNIST_998.png,9
